sleep_duration,sleep_quality,physical_activity,stress_level,heart_rate,daily_steps,wellness_trend
6.1,8,91,2,73,12009,Improving
8.3,8,53,5,79,8432,Improving
8.1,6,77,7,81,7953,Improving
6.5,9,15,6,84,3966,Stable
4.5,5,50,4,83,7541,Declining
5.0,5,14,7,67,3208,Declining
4.5,3,10,5,86,2473,Declining
5.3,5,57,7,88,7539,Declining
5.3,6,27,4,87,5430,Declining
6.3,6,73,5,83,10325,Improving
5.7,8,52,9,84,8429,Declining
4.9,4,39,5,85,6800,Declining
5.4,6,64,2,74,9143,Improving
7.7,8,20,9,82,4493,Stable
6.7,8,23,6,80,5201,Stable
8.1,9,70,6,74,10137,Improving
4.5,3,46,6,83,5358,Declining
6.4,8,95,9,74,9757,Improving
5.9,8,54,10,92,7132,Declining
6.8,3,13,7,83,3163,Declining
5.1,5,44,5,78,7568,Declining
7.5,3,94,4,72,10172,Improving
5.9,5,35,5,86,5775,Declining
6.1,10,10,4,77,4988,Stable
6.5,7,71,7,78,9799,Stable
6.1,9,57,7,82,10461,Stable
6.5,6,53,7,82,7710,Stable
6.3,3,84,3,71,11709,Improving
8.4,6,10,4,78,1500,Improving
9.0,7,74,6,73,10086,Improving
8.0,7,40,5,77,6043,Improving
7.1,4,44,7,85,6072,Declining
9.0,4,66,3,71,9152,Improving
7.7,8,18,6,67,5180,Stable
8.0,5,28,6,74,4499,Stable
4.7,3,60,4,81,7413,Declining
7.2,5,47,4,76,7283,Improving
7.0,9,65,5,76,10739,Improving
7.6,5,38,6,85,6955,Stable
7.7,6,54,6,80,7419,Improving
6.9,8,69,4,77,10336,Improving
7.4,7,35,1,75,6770,Improving
5.9,7,67,10,95,7240,Declining
7.4,6,70,6,81,9018,Improving
5.6,6,59,4,74,6165,Stable
6.4,7,41,7,88,5598,Stable
7.9,5,19,1,64,4414,Improving
7.1,5,45,3,78,6630,Improving
7.4,5,31,9,83,6001,Declining
7.0,6,44,6,73,7337,Stable
7.8,6,47,5,79,7448,Improving
6.6,4,105,7,74,9838,Stable
8.0,1,53,8,72,5649,Declining
7.1,3,49,1,77,8101,Improving
6.5,6,20,4,76,7669,Stable
6.3,9,27,4,82,7281,Improving
7.7,5,67,6,80,9962,Improving
6.2,7,23,4,79,4567,Stable
6.8,3,74,2,82,5025,Improving
6.1,5,60,2,71,8889,Improving
6.7,5,53,8,74,6991,Declining
4.5,5,38,1,75,5381,Stable
6.1,8,41,8,84,6299,Stable
5.7,3,87,2,73,9538,Improving
7.6,5,67,3,73,6824,Improving
6.3,8,35,6,82,5966,Stable
5.9,7,70,4,79,8517,Improving
5.6,6,29,4,78,4681,Stable
6.3,6,54,5,79,7942,Stable
5.2,7,75,10,84,8018,Declining
9.0,5,30,5,73,4266,Improving
7.6,4,12,3,80,5782,Stable
7.2,7,45,8,77,7099,Stable
6.1,2,33,6,73,5533,Declining
6.6,6,67,3,73,9680,Improving
6.1,2,31,5,78,4038,Declining
8.5,5,53,5,73,9816,Improving
8.0,9,70,3,64,9028,Improving
6.6,6,62,10,87,8105,Declining
6.2,6,63,4,77,8488,Improving
6.9,7,36,4,73,7279,Improving
8.6,4,57,8,86,7171,Stable
6.6,4,45,7,77,7072,Declining
5.2,5,26,4,82,4860,Declining
5.6,9,29,6,73,6878,Stable
7.4,7,84,5,81,11528,Improving
6.8,4,23,8,89,3874,Declining
7.3,5,37,3,75,4539,Improving
7.2,5,52,5,87,7314,Stable
6.4,6,10,9,80,4291,Declining
7.6,6,48,4,78,6084,Improving
5.6,8,10,6,85,4250,Declining
7.6,7,111,7,79,12299,Improving
5.9,7,98,6,79,11218,Improving
6.5,5,12,7,76,3386,Declining
8.0,5,33,9,85,3128,Declining
5.3,4,75,6,79,9608,Declining
9.0,9,43,7,70,6478,Improving
5.7,5,43,4,78,6214,Stable
8.0,7,64,5,70,8282,Improving
6.7,7,71,7,82,8338,Improving
7.6,7,10,8,85,2909,Declining
8.4,6,54,4,66,6825,Improving
4.6,7,29,1,77,5695,Stable
6.9,3,82,8,82,11022,Declining
6.7,6,46,9,81,6749,Declining
7.8,3,54,6,74,6509,Stable
5.9,6,44,4,77,6450,Stable
7.4,7,57,6,79,8768,Improving
5.8,5,26,4,72,3960,Declining
6.2,7,37,6,77,6849,Stable
6.7,6,62,10,88,6124,Declining
6.9,9,12,8,84,5487,Stable
7.0,5,34,3,74,8555,Stable
8.1,6,35,6,79,8174,Stable
8.5,9,50,4,77,8387,Improving
5.5,6,47,7,82,7768,Declining
6.6,7,54,6,79,7056,Stable
7.1,5,10,3,72,3846,Stable
6.7,9,29,5,78,6194,Improving
6.7,5,46,8,82,7176,Declining
8.8,5,40,6,79,5956,Improving
5.0,6,30,3,79,6060,Declining
6.0,6,61,8,80,8018,Declining
5.8,8,71,7,79,8548,Stable
6.7,5,47,1,66,7406,Improving
4.5,5,52,8,82,7053,Declining
5.6,5,26,4,78,6880,Declining
4.5,9,57,6,84,8712,Stable
6.3,6,27,5,83,6867,Stable
4.8,7,63,5,77,9093,Stable
4.5,7,41,7,86,5969,Declining
7.1,6,45,3,73,7716,Improving
6.0,6,52,6,78,6772,Stable
4.7,4,33,7,84,4796,Declining
5.7,3,48,4,82,5997,Declining
8.2,8,10,5,91,3443,Improving
6.4,6,52,5,80,7674,Stable
5.6,6,34,5,83,6218,Declining
7.1,6,59,5,84,7211,Improving
5.8,7,50,8,79,6973,Declining
6.6,10,53,10,94,7589,Stable
8.2,9,44,2,73,7982,Improving
6.8,6,50,7,74,7393,Stable
7.2,3,18,5,81,3836,Declining
6.2,9,80,1,73,11301,Improving
6.1,9,77,4,73,11710,Improving
5.6,7,33,1,72,7111,Improving
6.7,5,54,6,75,5749,Stable
6.9,4,57,3,76,7099,Improving
8.0,6,56,6,73,8379,Improving
6.5,9,31,6,80,5824,Stable
5.5,5,51,7,85,6861,Declining
4.9,5,62,4,68,8108,Stable
9.0,8,83,6,72,10783,Improving
7.3,7,64,10,80,6625,Stable
7.7,7,20,6,82,3735,Stable
6.5,6,63,7,81,8274,Stable
7.9,1,56,1,65,6200,Improving
6.9,9,58,6,79,7620,Improving
6.5,6,41,4,83,6690,Stable
7.0,5,18,3,84,6619,Stable
7.6,6,65,8,88,3317,Stable
6.7,3,60,6,72,5349,Declining
5.9,10,41,7,84,7038,Stable
7.0,7,75,7,79,9586,Improving
6.1,5,51,6,71,7140,Declining
6.3,9,59,5,79,8102,Improving
6.2,7,32,3,80,6706,Stable
6.9,5,71,3,72,10025,Improving
7.6,6,18,3,77,6371,Improving
6.4,9,62,6,74,9627,Improving
7.3,3,23,2,79,7688,Stable
6.0,7,16,6,86,4971,Declining
7.5,10,10,5,83,4642,Improving
6.2,6,83,7,75,10433,Stable
7.8,5,21,3,76,5690,Improving
7.9,9,47,9,76,7783,Improving
5.9,7,35,5,82,4509,Stable
4.8,2,41,3,74,7496,Declining
9.0,6,41,6,78,6498,Improving
7.0,3,46,4,77,6754,Stable
6.2,10,29,6,84,6711,Stable
7.1,6,47,8,80,6314,Stable
7.5,6,60,4,75,7937,Improving
7.3,4,40,7,88,6955,Declining
7.1,7,37,9,87,5701,Declining
7.9,4,76,4,73,9216,Improving
6.1,3,20,5,79,1667,Declining
7.5,5,13,2,76,5008,Stable
5.5,8,17,6,74,5001,Declining
5.3,9,22,6,91,4374,Declining
4.9,4,72,7,93,8160,Declining
6.7,7,44,7,81,5650,Stable
5.8,6,10,7,96,4263,Declining
6.3,5,71,8,78,8569,Declining
6.4,7,10,6,82,5563,Declining
5.5,6,38,5,81,4103,Declining
7.1,5,64,5,77,8096,Improving
6.7,5,50,6,72,6721,Stable
6.2,7,66,6,79,8862,Stable
7.0,3,50,2,77,5208,Stable
6.4,7,28,4,76,5420,Stable
6.5,4,54,5,73,6968,Stable
5.6,10,10,6,78,4382,Stable
6.5,7,24,7,84,5355,Declining
5.2,6,53,4,82,6592,Stable
6.9,6,48,6,82,6386,Stable
5.8,5,51,6,81,5977,Declining
7.5,5,72,2,69,9864,Improving
6.3,7,58,5,77,8432,Improving
6.5,6,10,10,96,1525,Declining
5.4,8,53,3,80,8267,Improving
6.1,4,49,3,78,7837,Stable
6.0,6,86,7,86,10253,Stable
8.6,4,60,5,73,6625,Improving
5.5,8,41,3,79,6688,Improving
7.6,7,87,4,70,10827,Improving
7.1,7,55,8,76,6180,Stable
6.2,6,57,9,85,5930,Declining
5.3,5,13,4,69,3395,Declining
5.8,8,70,2,73,8352,Improving
7.6,6,47,3,68,6890,Improving
6.5,5,12,9,81,2905,Declining
6.7,5,10,7,80,3244,Declining
5.5,5,46,2,72,6016,Stable
6.1,7,28,7,83,4874,Declining
5.0,8,45,2,75,9148,Improving
7.3,6,20,7,88,6257,Declining
6.4,5,31,1,70,6222,Improving
8.0,5,51,5,73,7978,Improving
5.9,3,68,5,81,8144,Declining
8.1,4,76,1,74,10574,Improving
6.6,4,68,3,70,8208,Improving
6.1,8,20,6,77,5925,Stable
5.8,3,75,5,75,7736,Stable
7.9,5,67,5,76,7011,Improving
6.9,8,41,5,81,6035,Improving
5.4,5,57,3,73,7122,Stable
6.0,7,31,6,77,5769,Stable
6.4,6,44,5,80,8450,Stable
5.5,6,17,6,85,4915,Declining
7.8,7,66,6,87,3471,Improving
6.3,9,30,6,81,6501,Stable
6.4,6,57,6,73,7991,Stable
4.9,6,57,8,86,7762,Declining
6.8,8,49,6,76,7227,Improving
6.3,5,51,6,78,6798,Stable
6.5,4,50,7,72,6079,Declining
6.2,5,79,6,80,9993,Stable
6.0,9,35,5,76,6016,Stable
6.0,8,37,3,83,9124,Improving
8.0,6,27,7,79,5153,Stable
6.7,7,49,8,80,7539,Stable
6.1,7,71,7,88,9493,Stable
6.0,7,47,9,92,6202,Declining
5.4,5,65,8,80,8807,Declining
6.6,10,46,5,77,9207,Improving
6.2,8,20,10,89,5103,Declining
5.3,6,49,2,73,9374,Stable
6.3,7,13,7,86,4050,Declining
9.0,9,53,3,65,6787,Improving
7.7,7,15,5,80,4664,Stable
6.6,2,44,5,75,6267,Declining
7.9,3,33,10,87,5001,Declining
8.6,6,39,7,76,7188,Improving
7.1,7,80,8,86,5615,Improving
7.5,3,62,6,77,5885,Stable
8.1,3,54,7,83,6916,Stable
8.7,6,55,7,85,8179,Improving
6.7,7,48,6,77,9447,Stable
8.6,9,38,5,76,7331,Improving
5.3,6,55,6,82,7119,Declining
6.9,2,10,6,83,3500,Declining
5.8,5,56,1,79,8696,Improving
5.5,4,77,8,85,9264,Declining
6.7,6,51,7,76,8731,Stable
6.8,6,51,5,79,7767,Stable
6.5,5,18,4,78,4694,Declining
6.3,5,46,6,81,7995,Declining
6.2,8,50,5,82,8755,Improving
8.1,5,34,6,73,5249,Stable
8.5,5,12,9,79,2989,Declining
7.2,7,29,6,81,6731,Stable
7.9,3,28,1,72,5976,Improving
7.3,7,76,5,75,9114,Improving
7.7,7,74,10,77,10284,Stable
5.1,3,79,2,65,8396,Stable
7.2,7,68,7,75,6889,Improving
6.5,1,38,3,77,4493,Declining
6.3,8,53,6,81,7106,Stable
7.3,3,15,6,78,4762,Declining
8.8,7,10,3,72,2859,Improving
7.4,7,78,7,82,7621,Improving
7.4,3,34,7,80,4349,Declining
7.8,6,44,1,72,8797,Improving
8.1,6,55,6,75,7753,Improving
7.0,7,42,5,79,5274,Improving
5.4,9,62,6,82,7279,Stable
6.8,5,86,3,75,11237,Improving
7.6,5,31,7,78,6012,Stable
9.0,1,51,8,79,5087,Declining
5.6,8,67,3,77,10478,Improving
7.3,4,70,6,79,2142,Stable
6.7,9,39,5,79,5980,Improving
6.8,8,56,2,68,8057,Improving
5.5,5,44,4,81,7014,Stable
7.9,7,26,7,73,5251,Stable
6.1,4,75,7,82,9411,Declining
7.8,5,46,3,74,7514,Improving
6.9,7,10,8,83,5398,Declining
8.1,8,24,8,75,6451,Stable
6.3,5,106,7,75,11466,Improving
8.2,5,31,5,79,5744,Stable
7.1,7,30,3,77,6738,Improving
7.4,6,30,6,76,6441,Stable
7.6,9,71,8,80,10763,Improving
5.5,8,35,7,82,5229,Declining
6.9,4,73,1,64,9331,Improving
8.5,6,49,8,82,5606,Stable
8.7,8,73,3,71,8983,Improving
4.6,7,55,1,74,7691,Improving
5.4,1,35,6,79,5580,Declining
5.1,8,67,7,77,8278,Stable
5.7,7,52,10,94,6618,Declining
7.0,4,44,7,75,5396,Declining
7.1,2,57,6,71,6749,Declining
5.3,10,45,2,73,9501,Improving
6.5,7,35,6,87,5863,Stable
6.1,5,37,6,80,6446,Declining
6.0,9,22,4,72,5322,Stable
7.8,7,55,4,70,7923,Improving
5.1,2,71,6,75,7097,Declining
7.3,6,14,3,78,4400,Stable
5.6,4,23,7,88,3530,Declining
6.4,7,58,8,80,8402,Stable
6.9,3,56,4,73,7014,Stable
7.9,6,33,4,72,6504,Improving
7.6,6,52,7,77,6587,Stable
5.2,4,62,6,77,7494,Declining
6.8,4,84,4,77,9013,Improving
6.7,3,36,4,72,5318,Declining
7.2,7,63,5,76,9860,Improving
6.1,8,25,5,80,6701,Stable
8.5,2,56,9,76,3980,Declining
6.9,7,39,5,78,7094,Stable
5.6,6,73,4,77,8972,Improving
4.7,8,67,3,78,9780,Improving
5.1,9,47,5,75,7744,Stable
6.0,7,46,3,73,7246,Improving
4.5,8,65,9,80,8411,Declining
7.7,7,30,9,83,6073,Stable
6.4,8,62,7,78,8305,Stable
7.1,5,69,1,77,9344,Improving
4.5,5,74,8,85,7939,Declining
6.9,3,10,3,72,4050,Declining
6.9,9,63,7,80,9523,Improving
6.6,8,48,7,82,8038,Stable
6.9,6,38,4,74,8302,Stable
8.9,8,41,9,86,5183,Improving
7.7,8,78,3,63,10818,Improving
7.1,9,14,2,76,11769,Improving
6.4,2,74,6,80,6433,Declining
5.1,4,40,2,85,6966,Declining
6.3,7,10,6,84,4845,Declining
5.2,2,93,4,78,9851,Stable
6.5,4,10,4,78,4202,Declining
6.7,10,16,6,74,4864,Stable
8.2,4,12,5,94,10137,Stable
6.2,2,51,2,72,7306,Stable
6.1,3,60,10,87,6557,Declining
7.6,9,48,10,78,7425,Stable
6.1,5,93,4,67,11391,Improving
4.5,7,43,6,86,5927,Declining
7.0,6,36,5,75,5039,Stable
6.9,8,47,2,72,8194,Improving
6.9,10,57,9,88,8390,Improving
7.3,5,56,4,78,7543,Improving
7.2,4,72,10,84,7946,Declining
6.1,4,37,8,84,6259,Declining
5.5,3,45,7,83,5840,Declining
6.6,3,14,5,78,1977,Declining
6.7,4,47,5,74,6383,Stable
5.9,6,47,5,83,7553,Stable
7.0,7,25,9,80,5538,Declining
7.2,8,56,10,84,7603,Stable
8.0,2,45,10,86,4560,Declining
6.7,8,58,10,85,7738,Stable
7.3,5,62,6,76,6592,Stable
5.5,6,29,4,77,4900,Declining
5.3,8,29,9,87,6915,Declining
6.2,5,40,9,86,7770,Declining
6.6,8,42,4,78,7750,Improving
6.3,1,30,2,72,5444,Declining
7.5,5,19,5,71,4693,Stable
8.3,6,56,7,82,7247,Improving
6.5,3,15,6,84,3304,Declining
8.2,6,64,10,86,9775,Stable
7.1,5,45,6,76,5117,Stable
5.8,8,49,9,88,5617,Declining
6.3,6,22,6,78,4976,Declining
6.5,6,22,8,78,4258,Declining
6.6,4,57,6,80,5305,Stable
7.0,8,41,6,84,6719,Improving
4.6,5,43,4,86,6633,Declining
8.2,6,17,6,76,4734,Stable
4.7,7,34,2,75,7485,Stable
6.8,3,31,8,84,3650,Declining
5.1,7,71,9,82,8447,Declining
6.4,3,30,4,81,6099,Declining
8.1,5,36,3,73,5962,Improving
7.3,6,45,2,72,6744,Improving
7.1,4,41,7,83,3647,Declining
6.2,4,37,4,75,6703,Declining
7.0,9,25,4,74,6207,Improving
7.3,5,28,8,74,5132,Declining
6.5,5,41,3,70,6062,Stable
6.4,6,70,1,69,11824,Improving
8.1,8,57,5,66,8351,Improving
8.8,7,43,5,71,7476,Improving
7.5,6,66,4,75,8410,Improving
5.2,7,36,8,84,5361,Declining
7.8,6,44,8,81,6891,Stable
6.5,2,75,10,87,6037,Declining
8.3,5,39,5,75,7259,Improving
5.6,6,40,2,81,7603,Stable
6.8,5,39,1,73,5629,Improving
6.0,5,38,6,87,6601,Declining
4.5,6,36,8,88,6548,Declining
7.5,8,71,3,71,9719,Improving
9.0,8,62,7,74,8385,Improving
5.9,7,90,4,73,10345,Improving
7.6,8,22,4,78,6502,Improving
9.0,6,48,8,78,4935,Improving
6.1,5,51,6,91,6884,Declining
4.6,6,66,8,88,7979,Declining
7.6,5,41,3,75,6615,Improving
6.5,7,29,10,84,5830,Declining
4.5,6,55,3,82,8050,Stable
7.4,5,27,7,79,4483,Declining
8.0,9,16,7,73,5195,Improving
7.8,5,34,10,81,5262,Declining
7.4,7,23,6,79,5678,Stable
6.1,8,59,2,75,9649,Improving
7.8,4,57,7,75,7498,Stable
5.1,5,52,7,83,7523,Declining
5.9,5,53,7,82,6954,Declining
6.0,7,13,2,79,4311,Stable
6.7,6,60,6,77,7957,Stable
8.8,5,19,6,80,3607,Stable
4.5,4,10,5,86,3939,Declining
6.8,6,69,6,80,9017,Improving
7.3,9,43,5,70,7928,Improving
9.0,7,23,8,79,5132,Stable
6.9,8,49,4,82,6953,Improving
7.0,7,22,5,79,4418,Stable
4.6,4,46,8,87,6694,Declining
6.4,10,55,4,77,8951,Improving
7.1,5,30,4,71,6024,Stable
7.1,8,23,3,79,4821,Improving
4.5,4,56,5,81,6687,Declining
7.3,5,29,4,77,6150,Stable
9.0,8,15,3,72,5016,Improving
5.3,5,45,5,85,6061,Declining
8.6,5,22,9,90,3942,Declining
6.8,7,42,6,86,8698,Stable
6.0,5,84,6,76,9720,Stable
6.6,9,62,6,75,9251,Improving
7.3,5,23,5,81,4529,Stable
8.4,6,36,4,78,4872,Improving
4.7,7,66,4,80,7905,Stable
4.5,3,69,4,83,8974,Declining
5.2,4,69,1,71,9709,Stable
7.7,8,31,9,81,5731,Stable
7.2,3,10,3,81,4064,Declining
5.5,7,63,5,78,9033,Stable
6.9,7,69,7,77,8348,Improving
6.1,8,96,3,77,12591,Improving
7.6,5,54,6,78,9407,Stable
8.1,5,34,7,85,3101,Stable
4.7,6,75,2,75,10440,Improving
8.5,5,75,6,78,8173,Improving
6.8,2,44,9,95,5180,Declining
5.9,5,63,4,76,9156,Stable
6.9,5,68,4,71,10032,Improving
6.5,5,42,6,80,6922,Declining
9.0,8,69,8,71,9321,Improving
6.9,6,39,4,76,7953,Stable
4.5,10,65,7,81,10498,Stable
5.1,5,61,2,72,9321,Stable
6.9,5,40,3,77,7855,Stable
7.5,8,49,5,76,6167,Improving
6.2,5,44,2,74,6605,Stable
6.4,6,38,8,91,4888,Declining
7.9,7,41,8,86,6387,Stable
7.8,4,38,8,77,6293,Declining
6.9,7,53,4,76,4808,Improving
7.2,5,65,7,74,9205,Stable
6.3,9,53,9,86,7816,Stable
6.4,6,39,7,86,7357,Declining
7.4,6,30,4,78,5188,Improving
5.8,4,14,6,90,2724,Declining
6.7,6,35,6,75,5571,Stable
6.1,7,49,5,78,7768,Stable
7.0,5,69,7,73,8643,Stable
7.0,8,10,9,90,5688,Declining
6.0,5,29,5,78,7625,Declining
6.2,6,43,6,80,6517,Stable
8.5,3,54,6,82,5895,Stable
8.1,9,24,10,83,7751,Stable
5.3,6,10,5,86,4190,Declining
5.8,5,55,8,80,5507,Declining
7.6,10,24,7,85,6210,Improving
6.3,7,75,5,71,8715,Improving
7.9,6,65,8,79,7951,Stable
7.9,6,12,3,80,4866,Improving
6.4,5,88,4,73,10570,Improving
5.8,5,19,6,85,4430,Declining
7.4,6,63,9,77,8130,Stable
6.4,6,53,7,86,8483,Stable
5.9,1,44,4,75,6510,Declining
7.4,2,62,6,74,5868,Stable
4.8,4,30,7,84,4904,Declining
5.1,4,69,4,76,7319,Stable
6.4,5,45,3,73,7240,Stable
6.3,5,52,4,76,7836,Stable
6.6,4,57,7,79,6733,Declining
6.8,6,65,6,74,7151,Stable
5.8,6,52,5,75,6615,Stable
5.6,3,10,6,85,3188,Declining
4.9,5,40,8,86,7102,Declining
7.2,6,70,10,81,8694,Stable
6.4,9,35,5,84,5702,Improving
7.2,6,40,4,74,7679,Improving
5.6,7,10,3,80,4358,Stable
6.5,4,45,4,79,6720,Stable
8.2,6,55,4,77,7196,Improving
6.7,8,58,3,71,8451,Improving
7.5,5,43,5,73,6691,Stable
8.4,5,77,2,71,9164,Improving
5.4,7,40,5,84,7490,Stable
4.9,3,34,6,83,4709,Declining
6.4,8,41,6,85,5515,Stable
5.9,8,19,4,84,6077,Stable
8.1,8,67,6,82,9823,Improving
6.4,6,16,7,79,5236,Declining
6.9,7,45,2,71,6006,Improving
8.0,5,30,5,77,5499,Stable
5.2,6,10,1,73,5727,Stable
6.4,3,58,6,78,6956,Declining
6.7,3,80,4,79,11095,Stable
6.7,5,49,6,83,5548,Stable
6.5,2,45,3,77,6506,Stable
6.0,5,33,7,78,6305,Declining
6.3,7,32,8,80,5724,Declining
6.6,9,53,1,74,9446,Improving
6.0,7,73,3,80,8933,Improving
4.5,9,78,10,87,9682,Declining
8.8,6,20,5,84,5499,Improving
6.6,6,41,6,80,4235,Stable
5.0,7,44,6,89,9909,Declining
6.5,7,38,7,81,3919,Stable
6.4,4,24,4,76,4898,Declining
6.5,3,29,8,85,4978,Declining
5.4,7,74,9,83,8470,Declining
5.9,6,46,6,79,5541,Stable
5.5,4,32,8,82,5090,Declining
5.8,8,24,10,82,4619,Declining
6.8,6,39,8,81,6879,Declining
6.2,4,34,6,80,6002,Declining
6.5,5,17,2,80,4775,Stable
9.0,4,21,8,84,3682,Stable
6.1,9,40,6,85,6939,Stable
7.1,8,62,8,87,8007,Improving
6.6,9,63,5,79,9040,Improving
6.2,8,68,6,80,8842,Improving
9.0,4,54,5,84,9230,Improving
7.0,6,69,6,79,7145,Improving
4.5,6,38,5,81,6222,Declining
6.3,6,46,9,82,8035,Declining
5.3,6,54,1,68,7638,Improving
5.3,6,46,6,78,7534,Declining
7.4,9,12,9,86,4979,Stable
4.5,5,25,4,85,5557,Declining
8.5,5,10,6,87,4177,Stable
7.3,5,33,6,79,6282,Stable
6.6,5,41,4,87,6579,Stable
8.8,7,54,8,79,5674,Improving
7.6,6,55,3,75,9033,Improving
9.0,7,50,4,73,7754,Improving
6.9,6,63,3,78,8033,Improving
5.2,9,48,4,76,8196,Improving
6.9,5,70,3,70,11061,Improving
7.2,4,47,5,78,6571,Stable
7.9,5,60,8,84,7472,Stable
4.5,5,29,10,85,4883,Declining
7.8,2,16,5,74,3977,Declining
6.8,8,34,10,87,5797,Declining
5.9,8,29,8,85,5735,Declining
6.2,10,49,3,74,8565,Improving
6.9,4,50,8,84,6747,Declining
6.1,6,85,5,72,9892,Improving
7.9,10,38,3,73,8413,Improving
5.3,8,26,5,84,6671,Stable
5.4,9,25,7,80,6602,Declining
7.7,1,28,2,68,4875,Stable
7.5,7,17,5,86,4264,Stable
6.1,7,42,10,76,7243,Declining
5.1,8,64,5,83,7630,Stable
5.6,3,34,10,89,4218,Declining
6.3,6,57,8,79,7334,Declining
8.7,7,79,5,76,11073,Improving
6.1,8,22,7,92,10619,Declining
7.3,9,13,4,69,5067,Improving
4.5,7,24,9,91,5357,Declining
6.2,10,56,6,80,6862,Improving
6.9,6,77,5,79,9065,Improving
6.3,2,52,4,75,6882,Declining
4.9,6,66,3,77,10121,Stable
5.2,6,32,7,85,5633,Declining
7.0,9,20,2,78,6399,Improving
5.2,7,38,3,75,6820,Stable
6.5,10,76,9,84,9580,Improving
7.8,7,55,2,76,10084,Improving
4.8,6,10,6,81,3817,Declining
7.1,2,75,8,78,8224,Declining
6.7,7,60,5,76,8078,Improving
4.9,3,64,9,83,8549,Declining
8.4,7,54,5,73,7217,Improving
5.0,5,33,1,76,4760,Stable
6.4,6,54,9,80,6796,Declining
6.2,8,70,4,79,8200,Improving
6.8,6,53,8,80,7125,Stable
5.4,5,43,6,82,7541,Declining
7.4,6,46,4,75,9372,Improving
6.2,6,32,5,80,7046,Stable
6.3,6,28,7,89,4735,Declining
7.9,1,63,9,83,7273,Declining
7.0,6,78,2,68,11258,Improving
5.2,10,33,4,80,6344,Stable
8.6,5,47,8,76,6329,Stable
6.4,8,87,2,72,12087,Improving
4.5,6,73,8,80,9040,Declining
6.1,5,38,5,82,5912,Declining
6.8,1,33,4,74,4930,Declining
7.5,3,52,4,71,6063,Stable
6.6,4,99,4,73,12607,Improving
5.5,6,27,8,78,4888,Declining
6.6,9,47,8,74,9163,Stable
5.7,6,78,10,81,8977,Declining
5.4,3,34,1,72,6495,Stable
6.3,7,38,4,71,7745,Stable
6.0,3,43,6,80,6562,Declining
5.4,4,52,8,80,7893,Declining
7.7,6,78,8,78,9672,Improving
6.7,10,17,6,79,3748,Stable
4.5,4,42,7,88,6566,Declining
7.5,8,10,3,67,4201,Improving
8.3,6,39,6,81,6450,Improving
7.6,5,11,3,79,5853,Stable
5.9,3,65,3,77,8954,Stable
7.5,10,42,1,76,8123,Improving
7.7,6,52,7,80,6775,Stable
6.2,5,40,9,87,5292,Declining
8.7,2,23,10,89,4786,Declining
9.0,8,41,6,74,7551,Improving
6.2,4,29,4,73,5109,Declining
4.7,8,80,9,84,8204,Declining
5.5,5,65,7,86,7040,Declining
6.5,9,25,3,74,5291,Improving
5.4,3,22,7,68,10015,Declining
6.4,8,89,6,76,11726,Improving
5.7,9,43,7,86,7997,Stable
4.9,8,59,5,76,4133,Stable
5.3,7,37,1,73,7162,Improving
9.0,9,49,5,80,7255,Improving
5.8,6,10,3,86,2976,Declining
6.5,6,80,6,85,10404,Improving
7.6,3,90,9,75,8043,Stable
4.5,5,50,7,84,6606,Declining
6.5,5,23,2,80,5121,Stable
7.7,8,70,10,90,8799,Stable
5.2,6,86,2,74,10982,Improving
5.8,5,65,6,81,8888,Stable
7.7,6,47,3,72,7458,Improving
6.3,6,86,5,77,10716,Improving
5.3,4,102,6,81,9657,Stable
7.2,8,45,3,69,8478,Improving
6.1,3,33,5,72,5341,Declining
5.4,4,43,9,82,6588,Declining
5.1,6,49,8,89,8153,Declining
6.4,4,26,9,85,4735,Declining
6.4,8,92,9,84,10573,Improving
7.3,4,29,6,87,5696,Declining
6.5,8,52,9,81,7493,Stable
7.8,9,29,9,88,6720,Stable
6.8,8,46,9,86,5607,Stable
4.5,7,78,4,79,10169,Stable
5.4,7,44,5,82,7919,Stable
5.4,10,31,3,73,7450,Improving
6.0,6,37,8,83,6251,Declining
6.5,1,43,6,76,5263,Declining
6.5,3,57,6,78,7855,Declining
5.4,2,35,5,82,6462,Declining
7.2,6,27,5,78,5273,Stable
4.5,7,76,1,77,9785,Improving
5.9,9,36,4,86,5959,Improving
6.5,4,68,4,77,9810,Stable
7.3,8,37,7,76,6338,Stable
7.4,6,62,8,83,8525,Stable
4.6,3,80,5,83,11237,Declining
7.0,7,29,5,81,6793,Stable
7.3,7,74,7,80,10572,Improving
7.8,8,57,4,69,7944,Improving
6.2,1,35,5,74,4280,Declining
5.2,8,45,6,78,6002,Stable
7.5,4,14,6,81,3890,Declining
6.3,7,45,6,81,7895,Stable
5.9,5,71,2,72,10732,Improving
7.5,2,29,4,76,5277,Declining
6.9,6,38,2,81,6708,Improving
5.7,2,33,8,94,4271,Declining
7.0,5,70,4,70,9951,Improving
6.3,7,24,5,74,5880,Stable
6.8,8,39,4,79,7631,Improving
6.9,7,68,5,84,9247,Improving
4.6,6,57,10,97,8980,Declining
7.2,4,55,7,75,4871,Stable
5.8,4,60,7,80,7745,Declining
5.0,9,64,4,76,9324,Improving
4.9,7,44,7,85,7502,Declining
6.2,5,24,4,80,4279,Declining
7.3,4,37,3,80,2869,Stable
4.5,7,37,2,72,6915,Stable
